序号,签单年份,项目规模,金额W,实际毛利率,预计毛利率,实际-预计,签约方式,区域,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56
132.0,2021.0,中型项目,60.0,0.75,0.9265,-0.1765,代理商,华北,,,,,,,,,2021,2022,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133.0,2021.0,微型项目,6.0,0.97,0.9633,0.006699999999999928,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134.0,2021.0,微型项目,7.0,0.97,0.9214,0.04859999999999998,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.0,2021.0,微型项目,1.56,0.97,1.0,-0.030000000000000027,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.0,2021.0,中型项目,38.0,0.93,0.95,-0.019999999999999907,直签,华北,,,,,,,,实际>预计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.0,2021.0,小型项目,20.0,0.68,0.7,-0.019999999999999907,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.0,2021.0,微型项目,3.36,0.97,1.0,-0.030000000000000027,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.0,2021.0,小型项目,20.0,0.96,0.8765,0.08350000000000002,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.0,2021.0,微型项目,10.0,0.78,0.9313,-0.1513,代理商,西南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.0,2021.0,中型项目,45.0,0.78,0.8667,-0.0867,代理商,华北,,,,,,,,实际=预计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.0,2021.0,小型项目,15.0,0.91,1.0,-0.08999999999999997,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.0,2021.0,小型项目,16.5,0.88,0.8909,-0.01090000000000002,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.0,2021.0,小型项目,29.5,0.95,0.9234,0.026599999999999957,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.0,2021.0,小型项目,13.5,0.97,0.9593,0.010699999999999932,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.0,2021.0,小型项目,25.85,0.73,0.8603,-0.13029999999999997,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.0,2021.0,小型项目,17.0,0.96,0.8941,0.06589999999999996,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148.0,2021.0,微型项目,8.6,0.83,0.7907,0.0393,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149.0,2021.0,微型项目,7.2,0.68,0.8333,-0.1533,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150.0,2021.0,微型项目,5.47,0.86,0.8995,-0.03949999999999998,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151.0,2021.0,微型项目,3.9,0.89,1.0,-0.10999999999999999,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152.0,2021.0,小型项目,19.5,0.95,0.8615,0.08849999999999991,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153.0,2021.0,中型项目,45.0,0.67,0.7368,-0.06679999999999997,直签,华东,,,,,,,,实际<预计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0,2021.0,中型项目,35.8,0.66,0.4832,0.1768,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0,2021.0,大型项目,122.96,0.59,0.9464,-0.35640000000000005,直签,西南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156.0,2021.0,小型项目,27.0,0.96,1.0,-0.040000000000000036,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.0,2021.0,小型项目,29.8,0.95,0.9231,0.026899999999999924,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.0,2021.0,微型项目,1.2,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.0,2021.0,微型项目,5.0,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160.0,2021.0,小型项目,15.0,0.83,0.8364,-0.006400000000000072,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.0,2021.0,小型项目,13.8,0.95,0.9304,0.01959999999999995,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0,2021.0,微型项目,5.65,0.97,0.9805,-0.010500000000000065,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0,2021.0,微型项目,5.23,0.97,0.847,0.123,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164.0,2021.0,微型项目,7.36,0.97,0.8505,0.11949999999999994,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.0,2021.0,微型项目,1.2,0.97,0.7333,0.23670000000000002,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.0,2021.0,微型项目,1.88,0.96,1.0,-0.040000000000000036,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167.0,2021.0,小型项目,15.0,0.81,0.8625,-0.05249999999999999,代理商,西北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168.0,2021.0,中型项目,64.78,0.74,0.8105,-0.07050000000000001,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169.0,2021.0,大型项目,271.39,-0.03,-0.03,0.0,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.0,2021.0,中型项目,38.08,0.87,0.4,0.47,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.0,2021.0,微型项目,7.0,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172.0,2021.0,微型项目,7.0,0.97,0.9529,0.017100000000000004,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.0,2021.0,微型项目,8.0,0.97,0.96,0.010000000000000009,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174.0,2021.0,微型项目,6.0,0.93,0.8167,0.11330000000000007,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175.0,2021.0,微型项目,5.0,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176.0,2021.0,大型项目,115.0,0.38,0.725,-0.345,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.0,2021.0,微型项目,1.02,0.97,0.2157,0.7543,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178.0,2021.0,微型项目,3.0,0.97,1.0,-0.030000000000000027,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179.0,2021.0,中型项目,56.7,0.16,0.5556,-0.39559999999999995,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180.0,2021.0,小型项目,19.0,0.86,0.9053,-0.04530000000000001,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181.0,2021.0,小型项目,30.0,0.83,0.9579,-0.1279,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.0,2021.0,微型项目,7.0,0.97,0.9214,0.04859999999999998,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183.0,2021.0,微型项目,5.5,0.94,0.8,0.1399999999999999,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184.0,2021.0,小型项目,17.25,0.95,1.0,-0.050000000000000044,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.0,2021.0,微型项目,7.74,0.95,0.8966,0.0534,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186.0,2021.0,微型项目,7.8,0.46,0.8462,-0.38619999999999993,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187.0,2021.0,微型项目,0.99,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188.0,2021.0,小型项目,14.6,0.88,0.9452,-0.06520000000000004,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189.0,2021.0,小型项目,25.46,0.46,0.2596,0.20040000000000002,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190.0,2021.0,微型项目,2.1,0.97,0.5048,0.46519999999999995,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191.0,2021.0,微型项目,2.7,0.97,0.8815,0.08850000000000002,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.0,2021.0,微型项目,9.75,0.96,0.8968,0.06319999999999992,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193.0,2021.0,小型项目,27.5,0.89,0.8571,0.03290000000000004,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194.0,2021.0,中型项目,70.0,0.8,0.9182,-0.11819999999999997,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195.0,2021.0,微型项目,5.0,0.97,1.0,-0.030000000000000027,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,2021.0,微型项目,5.9,0.97,0.9322,0.037799999999999945,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,2021.0,中型项目,64.6,0.89,0.8548,0.03520000000000001,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0,2021.0,微型项目,10.0,0.82,0.88,-0.06000000000000005,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0,2021.0,中型项目,46.5,0.92,0.9032,0.016800000000000037,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0,2021.0,微型项目,8.0,0.97,0.9588,0.011199999999999988,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,2021.0,微型项目,4.0,0.95,0.92,0.029999999999999916,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,2021.0,中型项目,74.3,0.55,0.4932,0.05680000000000002,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0,2021.0,微型项目,5.7,0.96,0.9244,0.035599999999999965,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204.0,2021.0,微型项目,4.0,0.78,0.4,0.38,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.0,2021.0,微型项目,1.48,0.97,1.0,-0.030000000000000027,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,2021.0,小型项目,19.64,0.89,0.9044,-0.014399999999999968,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207.0,2021.0,小型项目,26.5,0.86,0.9094,-0.0494,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208.0,2021.0,大型项目,149.0,0.1,0.5834,-0.48340000000000005,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209.0,2021.0,微型项目,2.0,0.97,0.8,0.16999999999999993,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210.0,2021.0,微型项目,1.2,0.97,1.0,-0.030000000000000027,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211.0,2021.0,中型项目,44.0,0.66,0.8611,-0.20109999999999995,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212.0,2021.0,微型项目,3.9,0.97,0.7949,0.17509999999999992,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213.0,2021.0,小型项目,24.0,0.97,0.925,0.04499999999999993,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214.0,2021.0,小型项目,20.0,0.88,0.865,0.015000000000000013,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.0,2021.0,小型项目,11.98,0.94,0.4758,0.46419999999999995,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.0,2021.0,中型项目,36.61,0.87,1.0,-0.13,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217.0,2021.0,小型项目,24.84,0.97,0.9336,0.03639999999999999,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.0,2021.0,小型项目,24.0,0.54,0.7417,-0.2017,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219.0,2021.0,小型项目,17.84,0.9,0.9478,-0.047799999999999954,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220.0,2021.0,中型项目,100.0,0.94,0.9385,0.0014999999999999458,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221.0,2021.0,微型项目,0.5,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222.0,2021.0,中型项目,65.0,0.59,0.7727,-0.18270000000000008,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.0,2021.0,小型项目,21.8,0.77,0.7661,0.0039000000000000146,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.0,2021.0,小型项目,19.5,0.71,0.8182,-0.10820000000000007,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225.0,2021.0,大型项目,246.0,0.4,0.7123,-0.3123,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226.0,2021.0,微型项目,5.0,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227.0,2021.0,小型项目,25.0,0.93,0.904,0.026000000000000023,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228.0,2021.0,微型项目,1.91,0.97,0.822,0.14800000000000002,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229.0,2021.0,微型项目,0.83,0.97,0.759,0.21099999999999997,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230.0,2021.0,微型项目,1.68,0.97,1.0,-0.030000000000000027,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.0,2021.0,中型项目,46.5,0.21,0.6876,-0.4776,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.0,2021.0,小型项目,15.0,-0.28,0.8,-1.08,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233.0,2021.0,超大型项目,656.99,0.36,0.6527,-0.29269999999999996,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234.0,2021.0,小型项目,15.0,0.96,0.9077,0.05230000000000001,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.0,2021.0,微型项目,2.0,0.97,0.88,0.08999999999999997,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236.0,2021.0,大型项目,115.0,0.58,0.7741,-0.19410000000000005,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237.0,2021.0,微型项目,8.0,0.6,1.0,-0.4,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238.0,2021.0,中型项目,35.0,0.89,0.9177,-0.027699999999999947,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239.0,2021.0,大型项目,115.0,0.93,0.8975,0.032500000000000084,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.0,2021.0,小型项目,13.0,0.97,0.7969,0.17309999999999992,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.0,2021.0,中型项目,39.8,0.95,0.9304,0.01959999999999995,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242.0,2021.0,中型项目,32.0,0.85,0.925,-0.07500000000000007,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243.0,2021.0,微型项目,2.7,0.97,0.9185,0.05149999999999999,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244.0,2021.0,中型项目,44.0,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245.0,2021.0,中型项目,81.0,0.91,0.8642,0.04580000000000006,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246.0,2021.0,大型项目,105.0,0.57,0.879,-0.30900000000000005,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247.0,2021.0,微型项目,5.0,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248.0,2021.0,微型项目,8.85,0.97,1.0,-0.030000000000000027,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249.0,2021.0,微型项目,7.0,0.94,0.8786,0.0613999999999999,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250.0,2021.0,大型项目,119.0,0.81,0.9363,-0.12629999999999997,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.0,2021.0,微型项目,2.75,0.97,1.0,-0.030000000000000027,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252.0,2021.0,大型项目,142.0,0.9,0.6141,0.28590000000000004,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253.0,2021.0,小型项目,15.0,0.97,1.0,-0.030000000000000027,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254.0,2021.0,小型项目,15.0,0.88,0.9,-0.020000000000000018,代理商,西北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255.0,2021.0,微型项目,2.0,0.97,0.48,0.49,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256.0,2021.0,超大型项目,361.9,0.29,0.482,-0.192,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257.0,2021.0,微型项目,8.5,0.96,0.968,-0.008000000000000007,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258.0,2021.0,大型项目,180.0,0.96,0.9925,-0.032500000000000084,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259.0,2021.0,小型项目,20.0,0.91,0.9711,-0.06109999999999993,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260.0,2021.0,中型项目,50.0,0.77,0.8667,-0.09670000000000001,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.0,2021.0,中型项目,59.16,0.73,0.8471,-0.11709999999999998,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262.0,2021.0,大型项目,140.0,0.61,0.8054,-0.19540000000000002,直签,西北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263.0,2021.0,微型项目,5.0,0.97,0.92,0.04999999999999993,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264.0,2021.0,微型项目,10.0,0.81,0.94,-0.1299999999999999,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265.0,2021.0,大型项目,130.0,-1.47,0.5886,-2.0586,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266.0,2021.0,大型项目,172.0,0.82,0.9164,-0.09640000000000004,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267.0,2021.0,中型项目,50.0,0.88,0.8591,0.02090000000000003,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268.0,2021.0,大型项目,110.0,0.84,0.8419,-0.0019000000000000128,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269.0,2021.0,大型项目,166.17,0.27,0.4664,-0.19639999999999996,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270.0,2021.0,小型项目,23.0,0.96,1.0,-0.040000000000000036,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271.0,2021.0,大型项目,127.36,0.3,0.9303,-0.6303000000000001,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272.0,2021.0,小型项目,29.6,0.8,0.8045,-0.0044999999999999485,直签,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273.0,2021.0,微型项目,2.25,0.97,0.5022,0.4678,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274.0,2021.0,小型项目,15.0,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275.0,2021.0,中型项目,43.8,0.84,0.8651,-0.02510000000000001,直签,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276.0,2021.0,微型项目,0.5,0.97,1.0,-0.030000000000000027,代理商,华东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277.0,2021.0,小型项目,19.0,0.39,0.7368,-0.3468,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278.0,2021.0,小型项目,15.0,0.66,0.88,-0.21999999999999997,代理商,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279.0,2021.0,小型项目,22.89,0.78,0.8427,-0.06269999999999998,直签,华南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280.0,2021.0,微型项目,8.68,0.95,0.9078,0.042199999999999904,代理商,华北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
